observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2026,wikidataId/Q1171,dcid:Count_Person_Male,806000,,NITIIndiaProjection,
2026,wikidataId/Q1061,dcid:Count_Person,74535000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1061,dcid:Count_Person_Female,35365000,,NITIIndiaProjection,
2026,wikidataId/Q1061,dcid:Count_Person_Male,39170000,,NITIIndiaProjection,
2026,wikidataId/Q1174,dcid:Count_Person,31492000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1174,dcid:Count_Person_Female,14869000,,NITIIndiaProjection,
2026,wikidataId/Q1174,dcid:Count_Person_Male,16623000,,NITIIndiaProjection,
2026,wikidataId/Q1177,dcid:Count_Person,7595000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1177,dcid:Count_Person_Female,3745000,,NITIIndiaProjection,
2026,wikidataId/Q1177,dcid:Count_Person_Male,3850000,,NITIIndiaProjection,
2026,wikidataId/Q66278313,dcid:Count_Person,13950000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q66278313,dcid:Count_Person_Female,6669000,,NITIIndiaProjection,
2026,wikidataId/Q66278313,dcid:Count_Person_Male,7281000,,NITIIndiaProjection,
2026,wikidataId/Q1184,dcid:Count_Person,41220000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1184,dcid:Count_Person_Female,20159000,,NITIIndiaProjection,
2026,wikidataId/Q1184,dcid:Count_Person_Male,21061000,,NITIIndiaProjection,
2026,wikidataId/Q1185,dcid:Count_Person,69159000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1185,dcid:Count_Person_Female,34072000,,NITIIndiaProjection,
2026,wikidataId/Q1185,dcid:Count_Person_Male,35087000,,NITIIndiaProjection,
2026,wikidataId/Q1186,dcid:Count_Person,36263000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1186,dcid:Count_Person_Female,18840000,,NITIIndiaProjection,
2026,wikidataId/Q1186,dcid:Count_Person_Male,17423000,,NITIIndiaProjection,
2026,wikidataId/Q200667,dcid:Count_Person,306000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q200667,dcid:Count_Person_Female,135000,,NITIIndiaProjection,
2026,wikidataId/Q200667,dcid:Count_Person_Male,171000,,NITIIndiaProjection,
2026,wikidataId/Q26927,dcid:Count_Person,70000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q26927,dcid:Count_Person_Female,34000,,NITIIndiaProjection,
2026,wikidataId/Q26927,dcid:Count_Person_Male,36000,,NITIIndiaProjection,
2026,wikidataId/Q1188,dcid:Count_Person,90184000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1188,dcid:Count_Person_Female,43778000,,NITIIndiaProjection,
2026,wikidataId/Q1188,dcid:Count_Person_Male,46406000,,NITIIndiaProjection,
2026,wikidataId/Q1191,dcid:Count_Person,129792000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1191,dcid:Count_Person_Female,62244000,,NITIIndiaProjection,
2026,wikidataId/Q1191,dcid:Count_Person_Male,67548000,,NITIIndiaProjection,
2026,wikidataId/Q1193,dcid:Count_Person,3325000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1193,dcid:Count_Person_Female,1659000,,NITIIndiaProjection,
2026,wikidataId/Q1193,dcid:Count_Person_Male,1666000,,NITIIndiaProjection,
2026,wikidataId/Q1195,dcid:Count_Person,3454000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1195,dcid:Count_Person_Female,1726000,,NITIIndiaProjection,
2026,wikidataId/Q1195,dcid:Count_Person_Male,1728000,,NITIIndiaProjection,
2026,wikidataId/Q1502,dcid:Count_Person,1277000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1502,dcid:Count_Person_Female,634000,,NITIIndiaProjection,
2026,wikidataId/Q1502,dcid:Count_Person_Male,643000,,NITIIndiaProjection,
2026,wikidataId/Q1599,dcid:Count_Person,2303000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1599,dcid:Count_Person_Female,1116000,,NITIIndiaProjection,
2026,wikidataId/Q1599,dcid:Count_Person_Male,1187000,,NITIIndiaProjection,
2026,wikidataId/Q22048,dcid:Count_Person,47277000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q22048,dcid:Count_Person_Female,23525000,,NITIIndiaProjection,
2026,wikidataId/Q22048,dcid:Count_Person_Male,23752000,,NITIIndiaProjection,
2026,wikidataId/Q66743,dcid:Count_Person,1781000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q66743,dcid:Count_Person_Female,942000,,NITIIndiaProjection,
2026,wikidataId/Q66743,dcid:Count_Person_Male,839000,,NITIIndiaProjection,
2026,wikidataId/Q22424,dcid:Count_Person,31408000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q22424,dcid:Count_Person_Female,14942000,,NITIIndiaProjection,
2026,wikidataId/Q22424,dcid:Count_Person_Male,16466000,,NITIIndiaProjection,
2026,wikidataId/Q1437,dcid:Count_Person,84056000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1437,dcid:Count_Person_Female,41071000,,NITIIndiaProjection,
2026,wikidataId/Q1437,dcid:Count_Person_Male,42985000,,NITIIndiaProjection,
2026,wikidataId/Q1505,dcid:Count_Person,710000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1505,dcid:Count_Person_Female,336000,,NITIIndiaProjection,
2026,wikidataId/Q1505,dcid:Count_Person_Male,374000,,NITIIndiaProjection,
2026,wikidataId/Q1445,dcid:Count_Person,77609000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1445,dcid:Count_Person_Female,38934000,,NITIIndiaProjection,
2026,wikidataId/Q1445,dcid:Count_Person_Male,38675000,,NITIIndiaProjection,
2026,wikidataId/Q677037,dcid:Count_Person,38693000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q677037,dcid:Count_Person_Female,19251000,,NITIIndiaProjection,
2026,wikidataId/Q677037,dcid:Count_Person_Male,19442000,,NITIIndiaProjection,
2026,wikidataId/Q77997266,dcid:Count_Person,1631000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q77997266,dcid:Count_Person_Female,514000,,NITIIndiaProjection,
2026,wikidataId/Q77997266,dcid:Count_Person_Male,1117000,,NITIIndiaProjection,
2026,wikidataId/Q1363,dcid:Count_Person,4277000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1363,dcid:Count_Person_Female,2106000,,NITIIndiaProjection,
2026,wikidataId/Q1363,dcid:Count_Person_Male,2171000,,NITIIndiaProjection,
2026,wikidataId/Q1498,dcid:Count_Person,243921000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1498,dcid:Count_Person_Female,117075000,,NITIIndiaProjection,
2026,wikidataId/Q1498,dcid:Count_Person_Male,126846000,,NITIIndiaProjection,
2026,wikidataId/Q1499,dcid:Count_Person,12054000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1499,dcid:Count_Person_Female,5870000,,NITIIndiaProjection,
2026,wikidataId/Q1499,dcid:Count_Person_Male,6184000,,NITIIndiaProjection,
2026,wikidataId/Q1356,dcid:Count_Person,100713000,,dcs:dcAggregate/NITIIndiaProjection,
2026,wikidataId/Q1356,dcid:Count_Person_Female,49454000,,NITIIndiaProjection,
2026,wikidataId/Q1356,dcid:Count_Person_Male,51259000,,NITIIndiaProjection,
2025,country/IND,dcid:Count_Person,1420639000,,dcs:dcAggregate/NITIIndiaProjection,
2025,country/IND,dcid:Count_Person_Female,691199000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q40888,dcid:Count_Person,406000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q40888,dcid:Count_Person_Female,192000,,NITIIndiaProjection,
2025,country/IND,dcid:Count_Person_Male,729440000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q40888,dcid:Count_Person_Male,214000,,NITIIndiaProjection,
2025,wikidataId/Q1159,dcid:Count_Person,53632000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1159,dcid:Count_Person_Female,26834000,,NITIIndiaProjection,
2025,wikidataId/Q1159,dcid:Count_Person_Male,26798000,,NITIIndiaProjection,
2025,wikidataId/Q1162,dcid:Count_Person,1597000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1162,dcid:Count_Person_Female,777000,,NITIIndiaProjection,
2025,wikidataId/Q1162,dcid:Count_Person_Male,820000,,NITIIndiaProjection,
2025,wikidataId/Q1164,dcid:Count_Person,36577000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1164,dcid:Count_Person_Female,17984000,,NITIIndiaProjection,
2025,wikidataId/Q1164,dcid:Count_Person_Male,18593000,,NITIIndiaProjection,
2025,wikidataId/Q1165,dcid:Count_Person,131500000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1165,dcid:Count_Person_Female,63241000,,NITIIndiaProjection,
2025,wikidataId/Q1165,dcid:Count_Person_Male,68259000,,NITIIndiaProjection,
2025,wikidataId/Q120971341,dcid:Count_Person,1262000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q120971341,dcid:Count_Person_Female,583000,,NITIIndiaProjection,
2025,wikidataId/Q120971341,dcid:Count_Person_Male,679000,,NITIIndiaProjection,
2025,wikidataId/Q1168,dcid:Count_Person,31067000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1168,dcid:Count_Person_Female,15488000,,NITIIndiaProjection,
2025,wikidataId/Q1168,dcid:Count_Person_Male,15579000,,NITIIndiaProjection,
2025,wikidataId/Q1353,dcid:Count_Person,22376000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1353,dcid:Count_Person_Female,10490000,,NITIIndiaProjection,
2025,wikidataId/Q1353,dcid:Count_Person_Male,11886000,,NITIIndiaProjection,
2025,wikidataId/Q1171,dcid:Count_Person,1596000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1171,dcid:Count_Person_Female,793000,,NITIIndiaProjection,
2025,wikidataId/Q1171,dcid:Count_Person_Male,803000,,NITIIndiaProjection,
2025,wikidataId/Q1061,dcid:Count_Person,73728000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1061,dcid:Count_Person_Female,34992000,,NITIIndiaProjection,
2025,wikidataId/Q1061,dcid:Count_Person_Male,38736000,,NITIIndiaProjection,
2025,wikidataId/Q1174,dcid:Count_Person,31148000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1174,dcid:Count_Person_Female,14694000,,NITIIndiaProjection,
2025,wikidataId/Q1174,dcid:Count_Person_Male,16454000,,NITIIndiaProjection,
2025,wikidataId/Q1177,dcid:Count_Person,7564000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1177,dcid:Count_Person_Female,3729000,,NITIIndiaProjection,
2025,wikidataId/Q1177,dcid:Count_Person_Male,3835000,,NITIIndiaProjection,
2025,wikidataId/Q66278313,dcid:Count_Person,13856000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q66278313,dcid:Count_Person_Female,6618000,,NITIIndiaProjection,
2025,wikidataId/Q66278313,dcid:Count_Person_Male,7238000,,NITIIndiaProjection,
2025,wikidataId/Q1184,dcid:Count_Person,40751000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1184,dcid:Count_Person_Female,19920000,,NITIIndiaProjection,
2025,wikidataId/Q1184,dcid:Count_Person_Male,20831000,,NITIIndiaProjection,
2025,wikidataId/Q1185,dcid:Count_Person,68785000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1185,dcid:Count_Person_Female,33888000,,NITIIndiaProjection,
2025,wikidataId/Q1185,dcid:Count_Person_Male,34897000,,NITIIndiaProjection,
2025,wikidataId/Q1186,dcid:Count_Person,36147000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1186,dcid:Count_Person_Female,18781000,,NITIIndiaProjection,
2025,wikidataId/Q1186,dcid:Count_Person_Male,17366000,,NITIIndiaProjection,
2025,wikidataId/Q200667,dcid:Count_Person,304000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q200667,dcid:Count_Person_Female,134000,,NITIIndiaProjection,
2025,wikidataId/Q200667,dcid:Count_Person_Male,170000,,NITIIndiaProjection,
2025,wikidataId/Q26927,dcid:Count_Person,70000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q26927,dcid:Count_Person_Female,34000,,NITIIndiaProjection,
2025,wikidataId/Q26927,dcid:Count_Person_Male,36000,,NITIIndiaProjection,
2025,wikidataId/Q1188,dcid:Count_Person,89243000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1188,dcid:Count_Person_Female,43298000,,NITIIndiaProjection,
2025,wikidataId/Q1188,dcid:Count_Person_Male,45945000,,NITIIndiaProjection,
2025,wikidataId/Q1191,dcid:Count_Person,128902000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1191,dcid:Count_Person_Female,61826000,,NITIIndiaProjection,
2025,wikidataId/Q1191,dcid:Count_Person_Male,67076000,,NITIIndiaProjection,
2025,wikidataId/Q1193,dcid:Count_Person,3297000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1193,dcid:Count_Person_Female,1644000,,NITIIndiaProjection,
2025,wikidataId/Q1193,dcid:Count_Person_Male,1653000,,NITIIndiaProjection,
2025,wikidataId/Q1195,dcid:Count_Person,3425000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1195,dcid:Count_Person_Female,1711000,,NITIIndiaProjection,
2025,wikidataId/Q1195,dcid:Count_Person_Male,1714000,,NITIIndiaProjection,
2025,wikidataId/Q1502,dcid:Count_Person,1267000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1502,dcid:Count_Person_Female,629000,,NITIIndiaProjection,
2025,wikidataId/Q1502,dcid:Count_Person_Male,638000,,NITIIndiaProjection,
2025,wikidataId/Q1599,dcid:Count_Person,2284000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1599,dcid:Count_Person_Female,1107000,,NITIIndiaProjection,
2025,wikidataId/Q1599,dcid:Count_Person_Male,1177000,,NITIIndiaProjection,
2025,wikidataId/Q22048,dcid:Count_Person,47026000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q22048,dcid:Count_Person_Female,23392000,,NITIIndiaProjection,
2025,wikidataId/Q22048,dcid:Count_Person_Male,23634000,,NITIIndiaProjection,
2025,wikidataId/Q66743,dcid:Count_Person,1742000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q66743,dcid:Count_Person_Female,919000,,NITIIndiaProjection,
2025,wikidataId/Q66743,dcid:Count_Person_Male,823000,,NITIIndiaProjection,
2025,wikidataId/Q22424,dcid:Count_Person,31237000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q22424,dcid:Count_Person_Female,14854000,,NITIIndiaProjection,
2025,wikidataId/Q22424,dcid:Count_Person_Male,16383000,,NITIIndiaProjection,
2025,wikidataId/Q1437,dcid:Count_Person,83278000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1437,dcid:Count_Person_Female,40645000,,NITIIndiaProjection,
2025,wikidataId/Q1437,dcid:Count_Person_Male,42633000,,NITIIndiaProjection,
2025,wikidataId/Q1505,dcid:Count_Person,705000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1505,dcid:Count_Person_Female,334000,,NITIIndiaProjection,
2025,wikidataId/Q1505,dcid:Count_Person_Male,371000,,NITIIndiaProjection,
2025,wikidataId/Q1445,dcid:Count_Person,77451000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1445,dcid:Count_Person_Female,38838000,,NITIIndiaProjection,
2025,wikidataId/Q1445,dcid:Count_Person_Male,38613000,,NITIIndiaProjection,
2025,wikidataId/Q677037,dcid:Count_Person,38545000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q677037,dcid:Count_Person_Female,19172000,,NITIIndiaProjection,
2025,wikidataId/Q677037,dcid:Count_Person_Male,19373000,,NITIIndiaProjection,
2025,wikidataId/Q77997266,dcid:Count_Person,1503000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q77997266,dcid:Count_Person_Female,487000,,NITIIndiaProjection,
2025,wikidataId/Q77997266,dcid:Count_Person_Male,1016000,,NITIIndiaProjection,
2025,wikidataId/Q1363,dcid:Count_Person,4241000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1363,dcid:Count_Person_Female,2088000,,NITIIndiaProjection,
2025,wikidataId/Q1363,dcid:Count_Person_Male,2153000,,NITIIndiaProjection,
2025,wikidataId/Q1498,dcid:Count_Person,241862000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1498,dcid:Count_Person_Female,116034000,,NITIIndiaProjection,
2025,wikidataId/Q1498,dcid:Count_Person_Male,125828000,,NITIIndiaProjection,
2025,wikidataId/Q1499,dcid:Count_Person,11943000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1499,dcid:Count_Person_Female,5817000,,NITIIndiaProjection,
2025,wikidataId/Q1499,dcid:Count_Person_Male,6126000,,NITIIndiaProjection,
2025,wikidataId/Q1356,dcid:Count_Person,100322000,,dcs:dcAggregate/NITIIndiaProjection,
2025,wikidataId/Q1356,dcid:Count_Person_Female,49232000,,NITIIndiaProjection,
2025,wikidataId/Q1356,dcid:Count_Person_Male,51090000,,NITIIndiaProjection,
2024,country/IND,dcid:Count_Person,1408054000,,dcs:dcAggregate/NITIIndiaProjection,
2024,country/IND,dcid:Count_Person_Female,684908000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q40888,dcid:Count_Person,404000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q40888,dcid:Count_Person_Female,191000,,NITIIndiaProjection,
2024,country/IND,dcid:Count_Person_Male,723146000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q40888,dcid:Count_Person_Male,213000,,NITIIndiaProjection,
2024,wikidataId/Q1159,dcid:Count_Person,53448000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1159,dcid:Count_Person_Female,26736000,,NITIIndiaProjection,
2024,wikidataId/Q1159,dcid:Count_Person_Male,26712000,,NITIIndiaProjection,
2024,wikidataId/Q1162,dcid:Count_Person,1583000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1162,dcid:Count_Person_Female,770000,,NITIIndiaProjection,
2024,wikidataId/Q1162,dcid:Count_Person_Male,813000,,NITIIndiaProjection,
2024,wikidataId/Q1164,dcid:Count_Person,36242000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1164,dcid:Count_Person_Female,17813000,,NITIIndiaProjection,
2024,wikidataId/Q1164,dcid:Count_Person_Male,18429000,,NITIIndiaProjection,
2024,wikidataId/Q1165,dcid:Count_Person,129663000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1165,dcid:Count_Person_Female,62331000,,NITIIndiaProjection,
2024,wikidataId/Q1165,dcid:Count_Person_Male,67332000,,NITIIndiaProjection,
2024,wikidataId/Q120971341,dcid:Count_Person,1250000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q120971341,dcid:Count_Person_Female,577000,,NITIIndiaProjection,
2024,wikidataId/Q120971341,dcid:Count_Person_Male,673000,,NITIIndiaProjection,
2024,wikidataId/Q1168,dcid:Count_Person,30724000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1168,dcid:Count_Person_Female,15316000,,NITIIndiaProjection,
2024,wikidataId/Q1168,dcid:Count_Person_Male,15408000,,NITIIndiaProjection,
2024,wikidataId/Q1353,dcid:Count_Person,21982000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1353,dcid:Count_Person_Female,10298000,,NITIIndiaProjection,
2024,wikidataId/Q1353,dcid:Count_Person_Male,11684000,,NITIIndiaProjection,
2024,wikidataId/Q1171,dcid:Count_Person,1587000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1171,dcid:Count_Person_Female,788000,,NITIIndiaProjection,
2024,wikidataId/Q1171,dcid:Count_Person_Male,799000,,NITIIndiaProjection,
2024,wikidataId/Q1061,dcid:Count_Person,72868000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1061,dcid:Count_Person_Female,34598000,,NITIIndiaProjection,
2024,wikidataId/Q1061,dcid:Count_Person_Male,38270000,,NITIIndiaProjection,
2024,wikidataId/Q1174,dcid:Count_Person,30785000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1174,dcid:Count_Person_Female,14512000,,NITIIndiaProjection,
2024,wikidataId/Q1174,dcid:Count_Person_Male,16273000,,NITIIndiaProjection,
2024,wikidataId/Q1177,dcid:Count_Person,7527000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1177,dcid:Count_Person_Female,3711000,,NITIIndiaProjection,
2024,wikidataId/Q1177,dcid:Count_Person_Male,3816000,,NITIIndiaProjection,
2024,wikidataId/Q66278313,dcid:Count_Person,13757000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q66278313,dcid:Count_Person_Female,6565000,,NITIIndiaProjection,
2024,wikidataId/Q66278313,dcid:Count_Person_Male,7192000,,NITIIndiaProjection,
2024,wikidataId/Q1184,dcid:Count_Person,40253000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1184,dcid:Count_Person_Female,19669000,,NITIIndiaProjection,
2024,wikidataId/Q1184,dcid:Count_Person_Male,20584000,,NITIIndiaProjection,
2024,wikidataId/Q1185,dcid:Count_Person,68362000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1185,dcid:Count_Person_Female,33680000,,NITIIndiaProjection,
2024,wikidataId/Q1185,dcid:Count_Person_Male,34682000,,NITIIndiaProjection,
2024,wikidataId/Q1186,dcid:Count_Person,36003000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1186,dcid:Count_Person_Female,18708000,,NITIIndiaProjection,
2024,wikidataId/Q1186,dcid:Count_Person_Male,17295000,,NITIIndiaProjection,
2024,wikidataId/Q200667,dcid:Count_Person,302000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q200667,dcid:Count_Person_Female,133000,,NITIIndiaProjection,
2024,wikidataId/Q200667,dcid:Count_Person_Male,169000,,NITIIndiaProjection,
2024,wikidataId/Q26927,dcid:Count_Person,70000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q26927,dcid:Count_Person_Female,34000,,NITIIndiaProjection,
2024,wikidataId/Q26927,dcid:Count_Person_Male,36000,,NITIIndiaProjection,
2024,wikidataId/Q1188,dcid:Count_Person,88211000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1188,dcid:Count_Person_Female,42776000,,NITIIndiaProjection,
2024,wikidataId/Q1188,dcid:Count_Person_Male,45435000,,NITIIndiaProjection,
2024,wikidataId/Q1191,dcid:Count_Person,127928000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1191,dcid:Count_Person_Female,61370000,,NITIIndiaProjection,
2024,wikidataId/Q1191,dcid:Count_Person_Male,66558000,,NITIIndiaProjection,
2024,wikidataId/Q1193,dcid:Count_Person,3268000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1193,dcid:Count_Person_Female,1629000,,NITIIndiaProjection,
2024,wikidataId/Q1193,dcid:Count_Person_Male,1639000,,NITIIndiaProjection,
2024,wikidataId/Q1195,dcid:Count_Person,3394000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1195,dcid:Count_Person_Female,1695000,,NITIIndiaProjection,
2024,wikidataId/Q1195,dcid:Count_Person_Male,1699000,,NITIIndiaProjection,
2024,wikidataId/Q1502,dcid:Count_Person,1256000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1502,dcid:Count_Person_Female,623000,,NITIIndiaProjection,
2024,wikidataId/Q1502,dcid:Count_Person_Male,633000,,NITIIndiaProjection,
2024,wikidataId/Q1599,dcid:Count_Person,2263000,,dcs:dcAggregate/NITIIndiaProjection,
2024,wikidataId/Q1599,dcid:Count_Person_Female,1096000,,NITIIndiaProjection,
2024,wikidataId/Q1599,dcid:Count_Person_Male,1167000,,NITIIndiaProjection,
2024,wikidataId/Q22048,dcid:Count_Person,46736000,,dcs:dcAggregate/NITIIndiaProjection,
